,localidade,rede,ideb_2015,ideb_2017,ideb_2019,ideb_2021,ideb_2023,meta_2015,meta_2017,meta_2019,meta_2021,anos,cod,6_ao_9_ano,1_ao_5_ano,ensino_médio
1551,Ibitinga,Pública,6.7,7.0,6.8,6.1,6.3,"6,2","6,4","6,6","6,8",1º ao 5º ano,3519600.0,False,True,False
1552,Ibitinga,Pública,5.2,5.3,5.5,5.5,5.6,"5,5","5,7",6,"6,2",6º ao 9º ano,3519600.0,True,False,False
1556,Ibiúna,Estadual,5.0,5.1,5.3,5.0,5.0,"5,5","5,8",6,"6,2",6º ao 9º ano,3519709.0,True,False,False
1559,Ibiúna,Pública,5.0,5.1,5.3,5.0,5.0,"5,5","5,8",6,"6,2",6º ao 9º ano,3519709.0,True,False,False
1562,Icém,Municipal,4.4,4.3,4.8,4.9,5.0,"4,9","5,1","5,4","5,6",6º ao 9º ano,3519808.0,True,False,False
1563,Icém,Municipal,5.7,5.9,6.2,6.0,5.8,"5,7",6,"6,2","6,5",1º ao 5º ano,3519808.0,False,True,False
1564,Icém,Pública,5.7,5.9,6.2,6.0,5.8,"5,7",6,"6,2","6,5",1º ao 5º ano,3519808.0,False,True,False
1565,Icém,Pública,4.4,4.3,4.8,4.9,5.0,"4,9","5,1","5,4","5,6",6º ao 9º ano,3519808.0,True,False,False
1568,Iepê,Estadual,5.2,4.8,5.4,5.1,5.4,"5,4","5,7","5,9","6,1",6º ao 9º ano,3519907.0,True,False,False
1569,Iepê,Municipal,6.2,6.2,6.0,5.9,6.2,"6,1","6,4","6,6","6,8",1º ao 5º ano,3519907.0,False,True,False
1570,Iepê,Pública,6.2,6.2,6.0,5.9,6.2,"6,1","6,4","6,6","6,8",1º ao 5º ano,3519907.0,False,True,False
1571,Iepê,Pública,5.2,4.8,5.4,5.1,5.4,"5,4","5,7","5,9","6,1",6º ao 9º ano,3519907.0,True,False,False
1575,Igaraçu do Tietê,Estadual,3.7,4.1,4.2,4.5,4.6,"5,7","5,9","6,1","6,4",6º ao 9º ano,3520004.0,True,False,False
1576,Igaraçu do Tietê,Municipal,5.8,6.0,6.1,5.8,6.5,"6,7","6,9","7,1","7,3",1º ao 5º ano,3520004.0,False,True,False
1577,Igaraçu do Tietê,Pública,5.8,6.0,6.1,5.8,6.5,"6,5","6,8",7,"7,2",1º ao 5º ano,3520004.0,False,True,False
1578,Igaraçu do Tietê,Pública,3.7,4.1,4.2,4.5,4.6,"5,7","5,9","6,1","6,4",6º ao 9º ano,3520004.0,True,False,False
1583,Igarapava,Municipal,5.9,5.8,6.1,5.7,5.6,"5,7","5,9","6,2","6,5",1º ao 5º ano,3520103.0,False,True,False
1584,Igarapava,Pública,5.9,5.8,6.1,5.7,5.6,"5,7","5,9","6,2","6,5",1º ao 5º ano,3520103.0,False,True,False
1589,Igaratá,Estadual,4.7,5.3,5.2,5.7,5.0,"5,7","5,9","6,1","6,4",6º ao 9º ano,3520202.0,True,False,False
1590,Igaratá,Municipal,5.7,6.4,6.0,5.4,6.6,"5,9","6,1","6,4","6,6",1º ao 5º ano,3520202.0,False,True,False
1591,Igaratá,Pública,5.7,6.4,6.0,5.4,6.6,"5,9","6,1","6,4","6,6",1º ao 5º ano,3520202.0,False,True,False
1592,Igaratá,Pública,4.6,5.4,5.1,5.3,5.3,"5,7","5,9","6,1","6,4",6º ao 9º ano,3520202.0,True,False,False
1596,Iguape,Estadual,5.0,5.2,5.0,5.3,5.2,"4,9","5,1","5,4","5,6",6º ao 9º ano,3520301.0,True,False,False
1597,Iguape,Municipal,5.7,6.2,6.0,6.2,6.3,"5,9","6,2","6,4","6,7",1º ao 5º ano,3520301.0,False,True,False
1598,Iguape,Pública,5.7,6.2,6.0,6.2,6.4,"5,9","6,1","6,4","6,6",1º ao 5º ano,3520301.0,False,True,False
1599,Iguape,Pública,5.0,5.2,5.0,5.3,5.2,"4,9","5,1","5,4","5,6",6º ao 9º ano,3520301.0,True,False,False
1602,Ilha Comprida,Municipal,5.2,5.2,5.7,5.6,5.7,"5,1","5,4","5,6","5,9",6º ao 9º ano,3520426.0,True,False,False
1603,Ilha Comprida,Municipal,6.7,6.8,6.8,6.0,6.4,"6,2","6,5","6,7","6,9",1º ao 5º ano,3520426.0,False,True,False
1604,Ilha Comprida,Pública,6.7,6.8,6.8,6.0,6.4,"6,2","6,5","6,7","6,9",1º ao 5º ano,3520426.0,False,True,False
1605,Ilha Comprida,Pública,5.2,5.2,5.7,5.6,5.7,"5,1","5,4","5,6","5,9",6º ao 9º ano,3520426.0,True,False,False
1609,Ilha Solteira,Estadual,5.5,5.7,5.7,5.5,5.7,"5,7",6,"6,2","6,4",6º ao 9º ano,3520442.0,True,False,False
1610,Ilha Solteira,Municipal,6.8,6.6,6.9,6.3,6.5,"6,5","6,7","6,9","7,1",1º ao 5º ano,3520442.0,False,True,False
1611,Ilha Solteira,Pública,6.8,6.6,6.9,6.3,6.5,"6,5","6,7","6,9","7,1",1º ao 5º ano,3520442.0,False,True,False
1612,Ilha Solteira,Pública,5.5,5.7,5.7,5.5,5.7,"5,7",6,"6,2","6,4",6º ao 9º ano,3520442.0,True,False,False
1616,Ilhabela,Municipal,4.9,5.1,5.2,5.1,5.3,"5,1","5,4","5,6","5,9",6º ao 9º ano,3520400.0,True,False,False
1617,Ilhabela,Municipal,5.9,6.5,6.3,5.9,6.1,"6,3","6,5","6,7","6,9",1º ao 5º ano,3520400.0,False,True,False
1618,Ilhabela,Pública,5.9,6.5,6.3,5.9,6.1,"6,3","6,5","6,7","6,9",1º ao 5º ano,3520400.0,False,True,False
1619,Ilhabela,Pública,4.9,5.1,5.2,5.1,5.3,"5,3","5,5","5,7",6,6º ao 9º ano,3520400.0,True,False,False
1623,Indaiatuba,Estadual,5.2,5.3,5.5,5.7,5.6,"5,5","5,8",6,"6,2",6º ao 9º ano,3520509.0,True,False,False
1624,Indaiatuba,Municipal,7.0,7.4,7.4,6.7,7.3,"6,5","6,7","6,9","7,1",1º ao 5º ano,3520509.0,False,True,False
1625,Indaiatuba,Pública,7.0,7.4,7.4,6.7,7.3,"6,5","6,7","6,9","7,1",1º ao 5º ano,3520509.0,False,True,False
1626,Indaiatuba,Pública,5.2,5.3,5.5,5.7,5.6,"5,5","5,8",6,"6,2",6º ao 9º ano,3520509.0,True,False,False
1630,Indiana,Estadual,5.0,5.6,5.8,5.3,5.1,"5,1","5,4","5,6","5,9",6º ao 9º ano,3520608.0,True,False,False
1631,Indiana,Municipal,6.0,6.7,6.6,6.1,6.4,"6,3","6,6","6,8",7,1º ao 5º ano,3520608.0,False,True,False
1632,Indiana,Pública,6.0,6.7,6.6,6.1,6.4,"6,3","6,5","6,8",7,1º ao 5º ano,3520608.0,False,True,False
1633,Indiana,Pública,5.0,5.6,5.8,5.3,5.1,"5,1","5,4","5,6","5,9",6º ao 9º ano,3520608.0,True,False,False
1637,Indiaporã,Estadual,4.6,5.4,6.4,5.8,5.6,"5,3","5,6","5,8",6,6º ao 9º ano,3520707.0,True,False,False
1638,Indiaporã,Municipal,7.6,7.2,7.0,6.8,7.2,6,"6,3","6,5","6,7",1º ao 5º ano,3520707.0,False,True,False
1639,Indiaporã,Pública,7.6,7.2,7.0,6.8,7.2,"6,6","6,8",7,"7,2",1º ao 5º ano,3520707.0,False,True,False
1640,Indiaporã,Pública,4.6,5.4,6.4,5.8,5.6,"5,3","5,6","5,8",6,6º ao 9º ano,3520707.0,True,False,False
1643,Inúbia Paulista,Estadual,4.7,5.4,5.3,5.4,5.7,"5,5","5,7",6,"6,2",6º ao 9º ano,3520806.0,True,False,False
1644,Inúbia Paulista,Municipal,6.0,6.9,6.9,5.5,6.5,"5,7",6,"6,2","6,5",1º ao 5º ano,3520806.0,False,True,False
1645,Inúbia Paulista,Pública,6.0,6.9,6.9,5.5,6.5,"5,7",6,"6,2","6,5",1º ao 5º ano,3520806.0,False,True,False
1646,Inúbia Paulista,Pública,4.7,5.4,5.3,5.4,5.7,"5,5","5,7",6,"6,2",6º ao 9º ano,3520806.0,True,False,False
1650,Ipaussu,Municipal,5.3,5.0,5.6,5.6,5.7,"4,3","4,6","4,9","5,1",6º ao 9º ano,3520905.0,True,False,False
1651,Ipaussu,Municipal,6.2,6.7,6.3,5.8,6.3,"5,9","6,1","6,4","6,6",1º ao 5º ano,3520905.0,False,True,False
1652,Ipaussu,Pública,6.2,6.7,6.3,5.8,6.3,"5,9","6,1","6,4","6,6",1º ao 5º ano,3520905.0,False,True,False
1653,Ipaussu,Pública,5.3,5.0,5.6,5.6,5.7,"4,7","4,9","5,2","5,5",6º ao 9º ano,3520905.0,True,False,False
1656,Iperó,Municipal,4.2,4.7,4.9,5.2,4.6,"4,7",5,"5,2","5,5",6º ao 9º ano,3521002.0,True,False,False
1657,Iperó,Municipal,5.7,5.9,5.8,5.9,5.5,"5,4","5,7","5,9","6,2",1º ao 5º ano,3521002.0,False,True,False
1658,Iperó,Pública,5.7,5.9,5.8,5.9,5.5,"5,4","5,7","5,9","6,2",1º ao 5º ano,3521002.0,False,True,False
1659,Iperó,Pública,4.2,4.7,4.9,5.2,4.6,"4,7",5,"5,2","5,5",6º ao 9º ano,3521002.0,True,False,False
1662,Ipeúna,Estadual,5.1,5.3,5.6,4.7,5.6,"5,5","5,7","5,9","6,2",6º ao 9º ano,3521101.0,True,False,False
1663,Ipeúna,Municipal,6.4,5.9,6.7,5.8,6.0,"6,5","6,7","6,9","7,1",1º ao 5º ano,3521101.0,False,True,False
1664,Ipeúna,Pública,6.4,5.9,6.7,5.8,6.0,"6,5","6,7","6,9","7,1",1º ao 5º ano,3521101.0,False,True,False
1665,Ipeúna,Pública,5.1,5.3,5.6,4.7,5.6,"5,5","5,7","5,9","6,2",6º ao 9º ano,3521101.0,True,False,False
1668,Ipiguá,Estadual,4.9,4.7,5.5,4.8,4.8,"4,7","4,9","5,2","5,5",6º ao 9º ano,3521150.0,True,False,False
1669,Ipiguá,Municipal,6.1,6.6,6.7,5.6,6.3,"5,2","5,5","5,8",6,1º ao 5º ano,3521150.0,False,True,False
1670,Ipiguá,Pública,6.1,6.6,6.7,5.6,6.3,"5,2","5,5","5,8",6,1º ao 5º ano,3521150.0,False,True,False
1671,Ipiguá,Pública,4.9,4.7,5.5,4.8,4.8,"4,7","4,9","5,2","5,5",6º ao 9º ano,3521150.0,True,False,False
1675,Iporanga,Estadual,4.8,5.0,5.3,5.1,5.0,"6,4","6,6","6,8",7,6º ao 9º ano,3521200.0,True,False,False
1676,Iporanga,Municipal,6.0,6.3,5.7,5.6,5.8,"5,4","5,7","5,9","6,2",1º ao 5º ano,3521200.0,False,True,False
1677,Iporanga,Pública,6.0,6.3,5.7,5.6,5.8,"5,4","5,7","5,9","6,2",1º ao 5º ano,3521200.0,False,True,False
1678,Iporanga,Pública,4.8,5.0,5.3,5.1,5.0,"6,4","6,6","6,8",7,6º ao 9º ano,3521200.0,True,False,False
1681,Ipuã,Municipal,5.0,4.8,5.1,5.6,5.4,5,"5,2","5,5","5,7",6º ao 9º ano,3521309.0,True,False,False
1682,Ipuã,Municipal,6.6,6.3,6.1,5.8,6.7,"5,7",6,"6,2","6,5",1º ao 5º ano,3521309.0,False,True,False
1683,Ipuã,Pública,6.6,6.3,6.1,5.8,6.7,"5,7",6,"6,2","6,5",1º ao 5º ano,3521309.0,False,True,False
1684,Ipuã,Pública,5.0,4.8,5.1,5.6,5.4,5,"5,2","5,5","5,7",6º ao 9º ano,3521309.0,True,False,False
1687,Iracemápolis,Estadual,5.4,5.1,5.8,5.6,5.8,"5,9","6,2","6,4","6,6",6º ao 9º ano,3521408.0,True,False,False
1688,Iracemápolis,Municipal,7.1,6.9,7.2,6.6,6.5,"6,5","6,7","6,9","7,1",1º ao 5º ano,3521408.0,False,True,False
1689,Iracemápolis,Pública,7.1,6.9,7.2,6.6,6.5,"6,5","6,7","6,9","7,1",1º ao 5º ano,3521408.0,False,True,False
1690,Iracemápolis,Pública,5.4,5.1,5.8,5.6,5.8,"5,9","6,2","6,4","6,6",6º ao 9º ano,3521408.0,True,False,False
1694,Irapuã,Municipal,6.2,6.2,6.8,6.5,6.5,"6,3","6,5","6,8",7,1º ao 5º ano,3521507.0,False,True,False
1695,Irapuã,Pública,6.2,6.2,6.8,6.5,6.5,"6,3","6,5","6,8",7,1º ao 5º ano,3521507.0,False,True,False
1700,Irapuru,Estadual,5.0,4.3,4.7,5.1,5.3,"5,6","5,8","6,1","6,3",6º ao 9º ano,3521606.0,True,False,False
1703,Irapuru,Pública,5.0,4.3,4.7,5.1,5.3,"5,6","5,8","6,1","6,3",6º ao 9º ano,3521606.0,True,False,False
1706,Itaberá,Estadual,7.0,6.8,6.5,6.2,6.8,"5,7",6,"6,2","6,5",1º ao 5º ano,3521705.0,False,True,False
1707,Itaberá,Estadual,5.3,5.3,5.3,5.2,5.2,"5,4","5,6","5,9","6,1",6º ao 9º ano,3521705.0,True,False,False
1708,Itaberá,Pública,7.0,6.8,6.5,6.2,6.8,"5,7",6,"6,2","6,5",1º ao 5º ano,3521705.0,False,True,False
1709,Itaberá,Pública,5.3,5.3,5.3,5.2,5.2,"5,4","5,6","5,9","6,1",6º ao 9º ano,3521705.0,True,False,False
1713,Itaí,Estadual,4.5,4.6,5.3,5.2,4.9,5,"5,2","5,5","5,7",6º ao 9º ano,3521804.0,True,False,False
1714,Itaí,Municipal,5.8,6.3,5.9,5.7,6.0,"6,2","6,4","6,7","6,9",1º ao 5º ano,3521804.0,False,True,False
1715,Itaí,Pública,5.8,6.3,5.9,5.7,6.0,6,"6,3","6,5","6,7",1º ao 5º ano,3521804.0,False,True,False
1716,Itaí,Pública,4.5,4.6,5.3,5.2,4.9,5,"5,2","5,5","5,7",6º ao 9º ano,3521804.0,True,False,False
1721,Itajobi,Municipal,5.8,5.8,6.3,6.2,6.1,"5,8","6,1","6,3","6,5",6º ao 9º ano,3521903.0,True,False,False
1722,Itajobi,Municipal,7.1,7.5,7.3,7.0,7.1,"5,8","6,1","6,3","6,5",1º ao 5º ano,3521903.0,False,True,False
1723,Itajobi,Pública,7.1,7.5,7.3,7.0,7.1,"6,6","6,8",7,"7,2",1º ao 5º ano,3521903.0,False,True,False
1724,Itajobi,Pública,5.8,5.8,6.3,6.2,6.1,"5,3","5,5","5,7",6,6º ao 9º ano,3521903.0,True,False,False
1727,Itaju,Estadual,5.4,5.5,5.4,5.5,5.3,"5,6","5,8","6,1","6,3",6º ao 9º ano,3522000.0,True,False,False
1728,Itaju,Municipal,6.9,6.7,7.2,6.1,6.4,"6,5","6,8",7,"7,2",1º ao 5º ano,3522000.0,False,True,False
1729,Itaju,Pública,6.9,6.7,7.2,6.1,6.4,"6,5","6,8",7,"7,2",1º ao 5º ano,3522000.0,False,True,False
1730,Itaju,Pública,5.4,5.5,5.4,5.5,5.3,"5,6","5,8","6,1","6,3",6º ao 9º ano,3522000.0,True,False,False
1734,Itanhaém,Estadual,4.5,4.6,5.1,5.3,4.8,"5,2","5,4","5,7","5,9",6º ao 9º ano,3522109.0,True,False,False
1735,Itanhaém,Municipal,4.7,5.0,5.4,5.3,5.4,"5,1","5,4","5,6","5,9",6º ao 9º ano,3522109.0,True,False,False
1736,Itanhaém,Municipal,6.2,6.5,6.3,6.0,6.1,"5,6","5,9","6,1","6,4",1º ao 5º ano,3522109.0,False,True,False
1737,Itanhaém,Pública,6.2,6.5,6.3,6.0,6.1,"5,6","5,9","6,1","6,4",1º ao 5º ano,3522109.0,False,True,False
1738,Itanhaém,Pública,4.7,4.9,5.3,5.3,5.3,"5,1","5,4","5,6","5,9",6º ao 9º ano,3522109.0,True,False,False
1742,Itaoca,Estadual,4.9,5.7,5.6,4.7,5.7,5,"5,2","5,5","5,7",6º ao 9º ano,3522158.0,True,False,False
1743,Itaoca,Pública,6.0,6.1,6.0,6.4,6.7,5,"5,3","5,6","5,8",1º ao 5º ano,3522158.0,False,True,False
1744,Itaoca,Pública,4.9,5.7,5.6,4.7,5.7,5,"5,2","5,5","5,7",6º ao 9º ano,3522158.0,True,False,False
1747,Itapecerica da Serra,Estadual,5.8,6.4,6.4,6.4,6.4,"5,6","5,9","6,1","6,4",1º ao 5º ano,3522208.0,False,True,False
1748,Itapecerica da Serra,Estadual,4.8,4.9,5.3,5.4,5.2,"5,2","5,4","5,7","5,9",6º ao 9º ano,3522208.0,True,False,False
1749,Itapecerica da Serra,Municipal,5.8,6.3,6.1,5.9,6.2,"5,8",6,"6,3","6,5",1º ao 5º ano,3522208.0,False,True,False
1750,Itapecerica da Serra,Pública,5.8,6.3,6.1,5.9,6.2,"5,8",6,"6,3","6,5",1º ao 5º ano,3522208.0,False,True,False
1751,Itapecerica da Serra,Pública,4.8,4.9,5.3,5.4,5.2,"5,2","5,4","5,7","5,9",6º ao 9º ano,3522208.0,True,False,False
1755,Itapetininga,Estadual,6.9,6.9,7.0,6.7,7.2,"5,9","6,2","6,4","6,6",1º ao 5º ano,3522307.0,False,True,False
1756,Itapetininga,Estadual,5.3,5.3,5.4,5.3,5.5,"5,2","5,5","5,7",6,6º ao 9º ano,3522307.0,True,False,False
1758,Itapetininga,Municipal,6.2,6.4,6.5,6.3,6.3,"5,7",6,"6,2","6,5",1º ao 5º ano,3522307.0,False,True,False
1759,Itapetininga,Pública,6.3,6.5,6.5,6.4,6.4,"5,8",6,"6,3","6,5",1º ao 5º ano,3522307.0,False,True,False
1760,Itapetininga,Pública,5.3,5.3,5.4,5.3,5.5,"5,2","5,5","5,7",6,6º ao 9º ano,3522307.0,True,False,False
1764,Itapeva,Municipal,4.8,5.3,5.6,5.4,5.5,"5,7","5,9","6,2","6,4",6º ao 9º ano,3522406.0,True,False,False
1765,Itapeva,Municipal,6.5,6.7,7.0,6.3,6.6,6,"6,3","6,5","6,7",1º ao 5º ano,3522406.0,False,True,False
1766,Itapeva,Pública,6.5,6.7,7.0,6.3,6.6,6,"6,3","6,5","6,7",1º ao 5º ano,3522406.0,False,True,False
1767,Itapeva,Pública,4.9,5.4,5.6,5.4,5.5,"5,7","5,9","6,1","6,3",6º ao 9º ano,3522406.0,True,False,False
1771,Itapevi,Estadual,4.4,4.3,4.9,4.9,4.5,"4,8","5,1","5,4","5,6",6º ao 9º ano,3522505.0,True,False,False
1773,Itapevi,Municipal,5.8,5.9,6.0,5.6,6.1,"5,7","5,9","6,2","6,4",1º ao 5º ano,3522505.0,False,True,False
1774,Itapevi,Pública,5.8,5.9,6.0,5.6,6.1,"5,5","5,7",6,"6,3",1º ao 5º ano,3522505.0,False,True,False
1775,Itapevi,Pública,4.4,4.3,4.9,4.9,4.5,"4,9","5,1","5,4","5,6",6º ao 9º ano,3522505.0,True,False,False
1778,Itapira,Estadual,7.5,7.6,7.6,6.7,6.4,"6,5","6,7","6,9","7,1",1º ao 5º ano,3522604.0,False,True,False
1779,Itapira,Estadual,4.8,4.8,5.1,5.6,5.2,"5,4","5,7","5,9","6,1",6º ao 9º ano,3522604.0,True,False,False
1780,Itapira,Municipal,6.1,6.6,6.4,6.3,6.5,"5,6","5,8","6,1","6,3",1º ao 5º ano,3522604.0,False,True,False
1781,Itapira,Pública,6.2,6.7,6.6,6.3,6.5,"6,1","6,4","6,6","6,8",1º ao 5º ano,3522604.0,False,True,False
1782,Itapira,Pública,4.8,4.8,5.1,5.6,5.2,"5,4","5,7","5,9","6,1",6º ao 9º ano,3522604.0,True,False,False
1785,Itapirapuã Paulista,Estadual,4.6,4.9,4.9,5.1,5.7,"5,4","5,6","5,9","6,1",6º ao 9º ano,3522653.0,True,False,False
1786,Itapirapuã Paulista,Municipal,5.7,5.5,6.8,5.2,6.4,"5,1","5,3","5,6","5,9",1º ao 5º ano,3522653.0,False,True,False
1787,Itapirapuã Paulista,Pública,5.7,5.5,6.8,5.2,6.4,"5,1","5,3","5,6","5,9",1º ao 5º ano,3522653.0,False,True,False
1788,Itapirapuã Paulista,Pública,4.6,4.9,4.9,5.1,5.7,"5,4","5,6","5,9","6,1",6º ao 9º ano,3522653.0,True,False,False
1791,Itápolis,Estadual,6.7,6.6,6.9,6.3,7.1,"6,5","6,7","6,9","7,1",1º ao 5º ano,3522703.0,False,True,False
1792,Itápolis,Estadual,5.3,5.3,5.6,5.6,5.7,"5,7","5,9","6,2","6,4",6º ao 9º ano,3522703.0,True,False,False
1793,Itápolis,Municipal,6.4,6.4,6.9,6.8,6.8,"6,8","6,9","7,1","7,3",6º ao 9º ano,3522703.0,True,False,False
1794,Itápolis,Municipal,7.7,8.0,7.8,7.5,7.5,"7,3","7,5","7,6","7,8",1º ao 5º ano,3522703.0,False,True,False
1795,Itápolis,Pública,6.9,6.8,7.0,6.4,7.1,"6,5","6,8",7,"7,2",1º ao 5º ano,3522703.0,False,True,False
1796,Itápolis,Pública,5.5,5.4,5.8,5.7,5.8,"5,7","5,9","6,2","6,4",6º ao 9º ano,3522703.0,True,False,False
1800,Itaporanga,Estadual,4.4,4.8,4.8,4.6,4.6,"5,3","5,6","5,8",6,6º ao 9º ano,3522802.0,True,False,False
1801,Itaporanga,Municipal,6.4,6.1,6.4,5.7,5.9,"6,1","6,3","6,6","6,8",1º ao 5º ano,3522802.0,False,True,False
1802,Itaporanga,Pública,6.4,6.1,6.4,5.7,5.9,6,"6,3","6,5","6,8",1º ao 5º ano,3522802.0,False,True,False
1803,Itaporanga,Pública,4.4,4.8,4.8,4.6,4.6,"5,3","5,6","5,8",6,6º ao 9º ano,3522802.0,True,False,False
1807,Itapuí,Estadual,4.5,4.9,4.8,4.9,5.3,"4,4","4,7","4,9","5,2",6º ao 9º ano,3522901.0,True,False,False
1808,Itapuí,Municipal,5.9,6.5,6.9,5.6,6.6,"5,6","5,9","6,1","6,4",1º ao 5º ano,3522901.0,False,True,False
1809,Itapuí,Pública,5.9,6.5,6.9,5.6,6.6,"6,9","7,1","7,3","7,5",1º ao 5º ano,3522901.0,False,True,False
1810,Itapuí,Pública,4.5,4.9,4.8,4.9,5.3,"4,4","4,7","4,9","5,2",6º ao 9º ano,3522901.0,True,False,False
1814,Itapura,Municipal,5.9,6.5,6.5,6.0,6.4,"6,2","6,4","6,6","6,9",1º ao 5º ano,3523008.0,False,True,False
1815,Itapura,Pública,5.9,6.5,6.5,6.0,6.4,"6,2","6,4","6,6","6,9",1º ao 5º ano,3523008.0,False,True,False
1820,Itaquaquecetuba,Estadual,5.6,5.7,5.9,5.3,5.6,"5,3","5,6","5,9","6,1",1º ao 5º ano,3523107.0,False,True,False
1821,Itaquaquecetuba,Estadual,4.4,4.3,4.8,5.0,4.6,"4,6","4,8","5,1","5,3",6º ao 9º ano,3523107.0,True,False,False
1822,Itaquaquecetuba,Municipal,5.4,5.7,5.6,5.4,5.9,"5,2","5,5","5,8",6,1º ao 5º ano,3523107.0,False,True,False
1823,Itaquaquecetuba,Pública,5.4,5.7,5.6,5.4,5.9,"5,2","5,5","5,8","6,1",1º ao 5º ano,3523107.0,False,True,False
1824,Itaquaquecetuba,Pública,4.4,4.3,4.8,5.0,4.6,"4,6","4,8","5,1","5,3",6º ao 9º ano,3523107.0,True,False,False
1827,Itararé,Estadual,4.7,5.5,5.5,5.4,5.6,"5,3","5,6","5,8",6,6º ao 9º ano,3523206.0,True,False,False
1828,Itararé,Municipal,4.1,3.9,4.9,4.9,5.1,"5,1","5,4","5,6","5,9",6º ao 9º ano,3523206.0,True,False,False
1829,Itararé,Municipal,6.3,6.5,6.6,6.4,6.0,"6,1","6,3","6,6","6,8",1º ao 5º ano,3523206.0,False,True,False
1830,Itararé,Pública,6.3,6.5,6.6,6.4,6.0,"6,1","6,3","6,6","6,8",1º ao 5º ano,3523206.0,False,True,False
1831,Itararé,Pública,4.6,5.2,5.4,5.3,5.6,"5,2","5,4","5,7","5,9",6º ao 9º ano,3523206.0,True,False,False
1834,Itariri,Estadual,5.9,6.6,6.6,6.1,6.6,"5,9","6,2","6,4","6,7",1º ao 5º ano,3523305.0,False,True,False
1835,Itariri,Estadual,4.2,4.4,4.7,5.4,5.3,"5,1","5,4","5,6","5,8",6º ao 9º ano,3523305.0,True,False,False
1836,Itariri,Municipal,6.4,6.8,6.4,6.2,6.6,"5,8","6,1","6,3","6,6",1º ao 5º ano,3523305.0,False,True,False
1837,Itariri,Pública,6.3,6.8,6.5,6.1,6.6,"5,9","6,1","6,4","6,6",1º ao 5º ano,3523305.0,False,True,False
1838,Itariri,Pública,4.2,4.4,4.7,5.4,5.3,"5,1","5,4","5,6","5,8",6º ao 9º ano,3523305.0,True,False,False
1841,Itatiba,Municipal,5.5,5.9,6.3,5.9,6.0,"5,5","5,8",6,"6,2",6º ao 9º ano,3523404.0,True,False,False
1842,Itatiba,Municipal,6.8,7.0,7.5,6.8,7.1,6,"6,3","6,5","6,8",1º ao 5º ano,3523404.0,False,True,False
1843,Itatiba,Pública,6.8,7.0,7.5,6.8,7.1,6,"6,3","6,5","6,8",1º ao 5º ano,3523404.0,False,True,False
1844,Itatiba,Pública,5.5,5.9,6.3,5.9,6.0,"5,5","5,8",6,"6,2",6º ao 9º ano,3523404.0,True,False,False
1847,Itatinga,Estadual,5.3,5.6,6.3,5.2,5.5,"5,7",6,"6,2","6,4",6º ao 9º ano,3523503.0,True,False,False
1848,Itatinga,Municipal,3.7,4.8,5.2,5.0,5.6,"5,2","5,4","5,7","5,9",6º ao 9º ano,3523503.0,True,False,False
1849,Itatinga,Municipal,6.3,6.6,6.7,6.0,7.0,"5,7","5,9","6,2","6,5",1º ao 5º ano,3523503.0,False,True,False
1850,Itatinga,Pública,6.3,6.6,6.7,6.0,7.0,"5,7","5,9","6,2","6,5",1º ao 5º ano,3523503.0,False,True,False
1851,Itatinga,Pública,4.5,5.2,5.8,5.2,5.6,"5,5","5,7","5,9","6,2",6º ao 9º ano,3523503.0,True,False,False
1854,Itirapina,Estadual,5.2,4.9,5.1,5.6,5.1,"5,8",6,"6,3","6,5",6º ao 9º ano,3523602.0,True,False,False
1855,Itirapina,Municipal,4.6,5.3,4.7,4.9,5.5,"4,6","4,8","5,1","5,4",6º ao 9º ano,3523602.0,True,False,False
1856,Itirapina,Municipal,6.2,6.8,7.2,6.3,6.4,"6,1","6,4","6,6","6,8",1º ao 5º ano,3523602.0,False,True,False
1857,Itirapina,Pública,6.2,6.8,7.2,6.3,6.4,"6,1","6,4","6,6","6,8",1º ao 5º ano,3523602.0,False,True,False
1858,Itirapina,Pública,5.0,5.1,4.9,5.2,5.3,"5,4","5,7","5,9","6,1",6º ao 9º ano,3523602.0,True,False,False
1867,Itobi,Estadual,6.2,6.5,6.7,6.2,6.5,"6,2","6,4","6,6","6,9",1º ao 5º ano,3523800.0,False,True,False
1868,Itobi,Estadual,4.1,4.1,5.1,5.0,4.9,"5,4","5,7","5,9","6,1",6º ao 9º ano,3523800.0,True,False,False
1869,Itobi,Pública,6.2,6.5,6.7,6.2,6.5,"6,2","6,4","6,6","6,9",1º ao 5º ano,3523800.0,False,True,False
1870,Itobi,Pública,4.1,4.1,5.1,5.0,4.9,"5,4","5,7","5,9","6,1",6º ao 9º ano,3523800.0,True,False,False
1875,Itu,Estadual,4.8,5.0,5.3,5.1,5.1,"5,4","5,6","5,9","6,1",6º ao 9º ano,3523909.0,True,False,False
1876,Itu,Municipal,5.9,6.3,6.1,6.0,6.3,"5,9","6,2","6,4","6,7",1º ao 5º ano,3523909.0,False,True,False
1877,Itu,Pública,5.9,6.3,6.1,6.0,6.3,"6,2","6,5","6,7","6,9",1º ao 5º ano,3523909.0,False,True,False
1878,Itu,Pública,4.8,5.0,5.3,5.1,5.1,"5,4","5,6","5,8","6,1",6º ao 9º ano,3523909.0,True,False,False
1881,Itupeva,Estadual,5.1,5.1,5.3,5.3,5.2,"5,7","5,9","6,2","6,4",6º ao 9º ano,3524006.0,True,False,False
