,NOME,FASE,TURMA,INSTITUICAO_ENSINO_ALUNO,SINALIZADOR_INGRESSANTE,PEDRA,INDE,IAA,IEG,IPS,IDA,IPP,REC_EQUIPE_1,REC_EQUIPE_2,REC_EQUIPE_3,REC_EQUIPE_4,PONTO_VIRADA,IPV,IAN,NIVEL_IDEAL,DEFASAGEM,ANO
437,ALUNO-438,5.0,B,Escola Pública,Ingressante,Ágata,5.756,9.2,5.3,7.5,2.8,7.5,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,6.1,5.0,Nível 7 (3o EM),-2.0,2021
439,ALUNO-440,5.0,B,Escola Pública,Ingressante,Ametista,7.382,8.3,8.1,7.5,6.7,8.1,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase,Não,7.7,5.0,Nível 6 (2o EM),-1.0,2021
440,ALUNO-441,2.0,R,Escola Pública,Veterano,Ametista,7.571,9.0,7.9,6.3,7.8,8.1,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.0,5.0,Nível 3 (7o e 8o ano),-1.0,2021
441,ALUNO-442,1.0,F,Escola Pública,Veterano,Quartzo,5.188,8.5,4.2,7.5,0.7,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.8,5.0,Nível 2 (5o e 6o ano),-1.0,2021
443,ALUNO-444,1.0,J,Escola Pública,Ingressante,Ágata,6.469,9.5,4.2,7.5,5.1,8.1,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.1,5.0,Nível 2 (5o e 6o ano),-1.0,2021
446,ALUNO-447,1.0,J,Escola Pública,Veterano,Ametista,7.69,9.5,9.6,5.0,6.4,7.9,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,8.7,5.0,Nível 2 (5o e 6o ano),-1.0,2021
447,ALUNO-448,3.0,R,Escola Pública,Veterano,Ametista,7.85,9.2,7.8,7.5,6.3,7.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.1,10.0,Nível 3 (7o e 8o ano),0.0,2021
448,ALUNO-449,2.0,N,Escola Pública,Veterano,Ametista,7.653,8.5,7.5,7.5,4.9,8.5,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.6,10.0,Nível 2 (5o e 6o ano),0.0,2021
449,ALUNO-450,5.0,A,Escola Pública,Ingressante,Ametista,7.196,7.1,7.5,7.5,6.3,8.1,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não,8.3,5.0,Nível 6 (2o EM),-1.0,2021
450,ALUNO-451,1.0,E,Escola Pública,Veterano,Ágata,5.667,8.5,5.0,7.5,1.0,8.3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.7,5.0,Nível 2 (5o e 6o ano),-1.0,2021
451,ALUNO-452,1.0,G,Escola Pública,Ingressante,Ametista,7.118,7.0,8.8,7.5,4.8,8.1,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.3,5.0,Nível 2 (5o e 6o ano),-1.0,2021
454,ALUNO-455,2.0,F,Escola Pública,Veterano,Ametista,7.154,8.5,7.1,7.5,4.9,7.3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.2,10.0,Nível 2 (5o e 6o ano),0.0,2021
462,ALUNO-463,4.0,G,Rede Decisão,Veterano,Topázio,8.292,9.6,8.3,7.5,7.0,8.8,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,8.2,10.0,Nível 3 (7o e 8o ano),1.0,2021
464,ALUNO-465,0.0,S,Escola Pública,Ingressante,Ametista,8.123,8.5,10.0,7.5,7.6,7.8,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.6,5.0,Nível 2 (5o e 6o ano),-2.0,2021
467,ALUNO-468,2.0,N,Escola Pública,Ingressante,Ágata,6.583,7.0,6.3,7.5,3.6,7.7,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,7.0,10.0,Nível 2 (5o e 6o ano),0.0,2021
468,ALUNO-469,4.0,A,Rede Decisão,Veterano,Ágata,6.759,6.3,6.7,7.5,6.4,7.3,Promovido de Fase,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não,5.2,10.0,Nível 3 (7o e 8o ano),1.0,2021
473,ALUNO-474,2.0,H,Escola Pública,Veterano,Ametista,7.215,9.0,7.5,7.5,4.6,7.1,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,7.2,10.0,Nível 2 (5o e 6o ano),0.0,2021
476,ALUNO-477,2.0,L,Escola Pública,Veterano,Quartzo,5.185,0.0,5.8,7.5,4.3,7.3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.9,5.0,Nível 3 (7o e 8o ano),-1.0,2021
481,ALUNO-482,2.0,F,Rede Decisão,Veterano,Topázio,9.021,10.0,10.0,7.5,9.1,9.8,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não avaliado,Sim,9.8,5.0,Nível 3 (7o e 8o ano),-1.0,2021
482,ALUNO-483,2.0,G,Rede Decisão,Veterano,Ametista,7.644,9.5,8.3,5.0,8.1,7.9,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.1,5.0,Nível 3 (7o e 8o ano),-1.0,2021
484,ALUNO-485,3.0,D,Escola Pública,Ingressante,Ágata,6.387,7.1,6.1,7.5,5.0,7.3,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.4,5.0,Nível 4 (9o ano),-1.0,2021
485,ALUNO-486,2.0,C,Escola Pública,Ingressante,Quartzo,5.511,0.0,6.3,7.5,6.0,6.7,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.7,5.0,Nível 3 (7o e 8o ano),-1.0,2021
486,ALUNO-487,0.0,S,Escola Pública,Veterano,Ametista,7.44,10.0,6.7,7.5,7.1,7.8,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.3,5.0,Nível 1 (4o ano),-1.0,2021
487,ALUNO-488,3.0,R,Escola Pública,Veterano,Ágata,5.539,8.3,5.3,7.5,3.0,7.1,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,5.5,5.0,Nível 4 (9o ano),-1.0,2021
489,ALUNO-490,4.0,A,Rede Decisão,Ingressante,Ametista,7.044,8.8,7.8,6.9,6.5,7.3,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,Não,7.0,5.0,Nível 6 (2o EM),-2.0,2021
493,ALUNO-494,1.0,C,Escola Pública,Ingressante,Topázio,8.268,9.5,9.2,7.5,7.2,8.8,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Sim,9.6,5.0,Nível 2 (5o e 6o ano),-1.0,2021
495,ALUNO-496,4.0,A,Rede Decisão,Ingressante,Ametista,7.895,9.6,6.7,7.5,7.5,8.3,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,Não,7.7,10.0,Nível 3 (7o e 8o ano),1.0,2021
496,ALUNO-497,2.0,K,Escola Pública,Ingressante,Ametista,7.599,9.0,8.3,7.5,6.6,8.1,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.2,5.0,Nível 3 (7o e 8o ano),-1.0,2021
497,ALUNO-498,3.0,H,Escola Pública,Ingressante,Ágata,5.735,9.6,3.9,5.0,3.8,7.3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.1,10.0,Nível 3 (7o e 8o ano),0.0,2021
498,ALUNO-499,2.0,A,Rede Decisão,Veterano,Ametista,7.497,9.0,7.1,7.5,7.1,7.5,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.8,5.0,Nível 3 (7o e 8o ano),-1.0,2021
499,ALUNO-500,7.0,A,Rede Decisão,Veterano,Ametista,7.878,9.2,8.9,5.6,6.4,8.1,Promovido de Fase + Bolsa,Mantido na Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não,7.6,10.0,Nível 7 (3o EM),0.0,2021
501,ALUNO-502,4.0,G,Escola Pública,Veterano,Ágata,6.853,10.0,4.7,7.5,3.9,8.8,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não,7.5,10.0,Nível 4 (9o ano),0.0,2021
502,ALUNO-503,0.0,J,Escola Pública,Ingressante,Ametista,8.008,9.5,10.0,7.5,6.9,7.5,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.4,5.0,Nível 1 (4o ano),-1.0,2021
506,ALUNO-507,4.0,E,Escola Pública,Veterano,Ágata,5.58,9.6,3.9,5.0,2.8,7.2,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não,5.3,10.0,Nível 4 (9o ano),0.0,2021
510,ALUNO-511,0.0,S,Escola Pública,Ingressante,Ametista,7.296,7.5,8.3,7.5,6.6,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.8,5.0,Nível 1 (4o ano),-1.0,2021
511,ALUNO-512,4.0,A,Rede Decisão,Veterano,Ametista,7.972,8.3,8.6,7.5,7.0,8.8,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Sim,9.5,5.0,Nível 5 (1o EM),-1.0,2021
512,ALUNO-513,1.0,F,Escola Pública,Veterano,Ametista,7.285,8.5,7.5,7.5,6.1,7.7,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.4,5.0,Nível 2 (5o e 6o ano),-1.0,2021
517,ALUNO-518,7.0,A,Rede Decisão,Veterano,Ametista,7.971,9.6,6.7,7.5,7.9,8.1,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não,7.7,10.0,Nível 7 (3o EM),0.0,2021
519,ALUNO-520,3.0,L,Rede Decisão,Veterano,Topázio,8.414,7.9,9.7,5.6,7.2,9.0,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Não,8.9,10.0,Nível 2 (5o e 6o ano),1.0,2021
520,ALUNO-521,2.0,E,Escola Pública,Veterano,Ametista,7.254,9.5,4.6,7.5,5.3,8.5,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.7,10.0,Nível 2 (5o e 6o ano),0.0,2021
521,ALUNO-522,2.0,P,Escola Pública,Veterano,Ágata,5.868,8.5,4.2,7.5,3.8,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.1,5.0,Nível 3 (7o e 8o ano),-1.0,2021
522,ALUNO-523,3.0,D,Escola Pública,Ingressante,Ametista,7.082,7.9,5.6,7.5,6.4,6.9,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,7.3,10.0,Nível 3 (7o e 8o ano),0.0,2021
523,ALUNO-524,1.0,E,Escola Pública,Veterano,Topázio,8.494,9.5,9.2,7.5,8.4,8.8,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não avaliado,Sim,9.6,5.0,Nível 2 (5o e 6o ano),-1.0,2021
525,ALUNO-526,1.0,F,Escola Pública,Ingressante,Ametista,7.626,8.5,8.8,7.5,7.8,7.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.3,5.0,Nível 2 (5o e 6o ano),-1.0,2021
526,ALUNO-527,6.0,C,Rede Decisão,Veterano,Ametista,7.62,9.2,7.2,7.5,7.1,8.6,Promovido de Fase + Bolsa,Mantido na Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não,8.7,5.0,Nível 7 (3o EM),-1.0,2021
528,ALUNO-529,1.0,N,Escola Pública,Ingressante,Ametista,8.09,8.0,9.6,7.5,8.0,8.1,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,8.6,5.0,Nível 2 (5o e 6o ano),-1.0,2021
530,ALUNO-531,5.0,A,Escola Pública,Veterano,Ametista,7.223,8.8,8.3,7.5,5.7,7.8,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,7.5,5.0,Nível 7 (3o EM),-2.0,2021
532,ALUNO-533,3.0,B,Escola Pública,Veterano,Ágata,5.956,9.2,5.3,7.5,4.9,7.8,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,4.9,5.0,Nível 4 (9o ano),-1.0,2021
535,ALUNO-536,1.0,R,Escola Pública,Ingressante,Quartzo,4.586,8.0,1.7,7.5,3.1,6.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,4.6,5.0,Nível 2 (5o e 6o ano),-1.0,2021
536,ALUNO-537,0.0,M,Escola Pública,Ingressante,Quartzo,4.808,6.3,4.2,7.5,3.4,5.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,4.6,5.0,Nível 1 (4o ano),-1.0,2021
537,ALUNO-538,2.0,J,Escola Pública,Ingressante,Quartzo,4.824,9.0,5.0,5.0,1.1,5.2,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.9,5.0,Nível 3 (7o e 8o ano),-1.0,2021
539,ALUNO-540,2.0,I,Escola Pública,Veterano,Ágata,6.078,8.5,5.4,7.5,4.5,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.2,5.0,Nível 3 (7o e 8o ano),-1.0,2021
540,ALUNO-541,4.0,L,Rede Decisão,Veterano,Ametista,7.835,9.2,6.9,7.5,6.8,8.1,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não,8.0,10.0,Nível 4 (9o ano),0.0,2021
541,ALUNO-542,0.0,R,Escola Pública,Ingressante,Ametista,7.565,8.0,8.3,7.5,7.0,7.8,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.3,5.0,Nível 2 (5o e 6o ano),-2.0,2021
543,ALUNO-544,2.0,R,Escola Pública,Veterano,Ametista,7.292,9.0,7.9,6.3,6.7,8.1,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,7.7,5.0,Nível 3 (7o e 8o ano),-1.0,2021
545,ALUNO-546,6.0,A,Escola Pública,Veterano,Ágata,5.728,10.0,7.2,2.5,4.0,4.6,Não avaliado,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não,6.3,5.0,Nível 8 (Universitários),-2.0,2021
546,ALUNO-547,4.0,G,Escola Pública,Veterano,Ágata,6.8,7.5,6.4,6.3,7.1,8.0,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não,7.1,5.0,Nível 5 (1o EM),-1.0,2021
547,ALUNO-548,0.0,S,Escola Pública,Ingressante,Topázio,8.431,9.5,10.0,7.5,5.3,7.8,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Sim,9.5,10.0,ALFA  (2o e 3o ano),0.0,2021
549,ALUNO-550,0.0,S,Escola Pública,Ingressante,Ametista,7.873,10.0,8.3,7.5,6.9,7.2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Sim,9.3,5.0,Nível 1 (4o ano),-1.0,2021
554,ALUNO-555,2.0,J,Escola Pública,Veterano,Topázio,8.489,7.4,10.0,8.1,6.6,8.5,Mantido na Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.8,10.0,Nível 2 (5o e 6o ano),0.0,2021
556,ALUNO-557,2.0,M,Escola Pública,Veterano,Ametista,7.543,9.0,8.3,6.9,5.9,8.1,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.9,5.0,Nível 3 (7o e 8o ano),-1.0,2021
559,ALUNO-560,2.0,N,Escola Pública,Veterano,Ágata,6.489,9.5,4.6,7.5,3.2,8.1,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,7.1,10.0,Nível 2 (5o e 6o ano),0.0,2021
560,ALUNO-561,3.0,G,Escola Pública,Veterano,Quartzo,4.74,7.9,1.1,7.5,4.0,6.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,4.9,5.0,Nível 5 (1o EM),-2.0,2021
561,ALUNO-562,2.0,L,Rede Decisão,Veterano,Topázio,8.418,7.5,7.9,7.5,9.2,8.8,Promovido de Fase + Bolsa,Mantido na Fase + Bolsa,Mantido na Fase atual,Não avaliado,Não,8.1,10.0,Nível 2 (5o e 6o ano),0.0,2021
562,ALUNO-563,0.0,T,Escola Pública,Ingressante,Topázio,8.371,9.5,10.0,7.5,7.1,8.1,Promovido de Fase,Promovido de Fase,Não avaliado,Não avaliado,Sim,9.7,5.0,Nível 1 (4o ano),-1.0,2021
563,ALUNO-564,4.0,E,Escola Pública,Ingressante,Ágata,5.755,10.0,3.9,7.5,2.8,7.2,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,4.8,10.0,Nível 4 (9o ano),0.0,2021
564,ALUNO-565,1.0,N,Escola Pública,Ingressante,Topázio,8.385,10.0,8.8,7.5,5.8,8.1,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Sim,9.6,10.0,Nível 1 (4o ano),0.0,2021
565,ALUNO-566,5.0,B,Escola Pública,Ingressante,Ametista,8.133,8.8,7.8,7.5,7.9,8.4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase,Não,7.6,10.0,Nível 5 (1o EM),0.0,2021
566,ALUNO-567,0.0,Q,Escola Pública,Ingressante,Ágata,6.885,8.0,5.8,7.5,5.0,7.2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.3,10.0,ALFA  (2o e 3o ano),0.0,2021
568,ALUNO-569,1.0,B,Escola Pública,Ingressante,Topázio,8.644,10.0,10.0,7.5,7.0,7.5,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.7,10.0,Nível 1 (4o ano),0.0,2021
569,ALUNO-570,1.0,R,Escola Pública,Veterano,Quartzo,5.049,9.5,3.3,7.5,2.0,7.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.1,5.0,Nível 3 (7o e 8o ano),-2.0,2021
570,ALUNO-571,3.0,D,Escola Pública,Ingressante,Ametista,7.246,6.7,7.2,7.5,7.6,7.7,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.9,5.0,Nível 4 (9o ano),-1.0,2021
571,ALUNO-572,0.0,Q,Escola Pública,Ingressante,Topázio,8.681,7.5,10.0,7.5,6.7,8.4,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Sim,10.0,10.0,ALFA  (2o e 3o ano),0.0,2021
573,ALUNO-574,6.0,C,Escola Pública,Veterano,Ametista,7.336,8.8,8.6,7.5,5.7,8.0,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,7.8,5.0,Nível 7 (3o EM),-1.0,2021
577,ALUNO-578,0.0,Q,Escola Pública,Ingressante,Ametista,7.49,8.5,6.7,7.5,5.2,7.2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Sim,9.0,10.0,ALFA  (2o e 3o ano),0.0,2021
578,ALUNO-579,2.0,H,Escola Pública,Veterano,Ametista,7.332,8.5,6.3,7.5,5.4,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.2,10.0,Nível 2 (5o e 6o ano),0.0,2021
582,ALUNO-583,4.0,A,Escola Pública,Veterano,Ágata,6.535,6.7,5.6,7.5,5.8,7.7,Promovido de Fase,Mantido na Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não,7.9,5.0,Nível 5 (1o EM),-1.0,2021
583,ALUNO-584,1.0,C,Escola Pública,Ingressante,Ametista,7.039,9.0,8.8,7.5,2.7,8.1,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.9,5.0,Nível 2 (5o e 6o ano),-1.0,2021
584,ALUNO-585,2.0,F,Escola Pública,Veterano,Quartzo,2.735,0.0,1.3,4.4,0.4,6.6,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,Não,5.3,2.5,Nível 5 (1o EM),-3.0,2021
585,ALUNO-586,1.0,J,Escola Pública,Veterano,Ametista,8.019,8.5,9.6,7.5,7.1,8.1,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,8.9,5.0,Nível 2 (5o e 6o ano),-1.0,2021
587,ALUNO-588,1.0,E,Escola Pública,Veterano,Topázio,8.881,10.0,9.6,7.5,7.8,8.8,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.9,10.0,Nível 1 (4o ano),0.0,2021
588,ALUNO-589,1.0,R,Escola Pública,Veterano,Ametista,7.413,7.4,8.3,7.5,6.4,8.1,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.3,5.0,Nível 3 (7o e 8o ano),-2.0,2021
593,ALUNO-594,1.0,C,Escola Pública,Veterano,Ametista,7.476,9.5,9.2,7.5,4.8,7.9,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.4,5.0,Nível 3 (7o e 8o ano),-2.0,2021
594,ALUNO-595,0.0,S,Escola Pública,Ingressante,Topázio,8.806,9.5,10.0,7.5,6.9,7.8,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Sim,9.8,10.0,ALFA  (2o e 3o ano),0.0,2021
595,ALUNO-596,1.0,N,Escola Pública,Ingressante,Ágata,6.374,10.0,6.7,7.5,3.0,8.1,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.9,5.0,Nível 2 (5o e 6o ano),-1.0,2021
601,ALUNO-602,1.0,E,Escola Pública,Ingressante,Quartzo,4.94,0.0,4.6,7.5,2.3,8.4,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,Não,7.3,5.0,Nível 3 (7o e 8o ano),-2.0,2021
602,ALUNO-603,1.0,R,Escola Pública,Veterano,Ágata,5.787,0.0,9.2,3.1,3.3,8.1,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.3,5.0,Nível 3 (7o e 8o ano),-2.0,2021
607,ALUNO-608,4.0,A,Escola Pública,Veterano,Ametista,7.31,7.1,7.2,5.0,8.5,7.7,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não,8.5,5.0,Nível 5 (1o EM),-1.0,2021
609,ALUNO-610,5.0,B,Escola Pública,Ingressante,Ametista,6.913,8.8,6.4,7.5,5.8,8.4,Promovido de Fase,Mantido na Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,7.5,5.0,Nível 6 (2o EM),-1.0,2021
612,ALUNO-613,1.0,R,Escola Pública,Veterano,Ametista,7.196,9.5,9.2,3.1,5.5,8.3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.3,5.0,Nível 2 (5o e 6o ano),-1.0,2021
614,ALUNO-615,1.0,B,Escola Pública,Veterano,Topázio,8.358,9.0,8.8,7.5,7.4,7.5,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.7,10.0,Nível 1 (4o ano),0.0,2021
616,ALUNO-617,0.0,T,Escola Pública,Ingressante,Topázio,8.583,9.0,10.0,7.5,5.9,8.1,Promovido de Fase,Promovido de Fase,Não avaliado,Não avaliado,Sim,9.7,10.0,ALFA  (2o e 3o ano),0.0,2021
618,ALUNO-619,2.0,N,Escola Pública,Veterano,Ágata,6.682,7.9,5.0,7.5,4.6,7.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.2,10.0,Nível 2 (5o e 6o ano),0.0,2021
619,ALUNO-620,1.0,C,Escola Pública,Ingressante,Quartzo,2.942,0.0,1.3,7.5,0.0,6.3,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,Não,4.1,5.0,Nível 2 (5o e 6o ano),-1.0,2021
621,ALUNO-622,3.0,F,Escola Pública,Veterano,Quartzo,5.193,10.0,3.6,7.5,0.7,6.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,4.5,10.0,Nível 3 (7o e 8o ano),0.0,2021
623,ALUNO-624,3.0,F,Escola Pública,Veterano,Ágata,5.742,7.1,5.0,7.5,5.1,7.1,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.5,2.5,Nível 6 (2o EM),-3.0,2021
626,ALUNO-627,0.0,S,Escola Pública,Ingressante,Ametista,7.442,8.0,8.3,7.5,6.9,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.0,5.0,Nível 1 (4o ano),-1.0,2021
627,ALUNO-628,0.0,O,Escola Pública,Ingressante,Ametista,7.438,9.0,8.3,7.5,5.9,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.4,5.0,Nível 2 (5o e 6o ano),-2.0,2021
631,ALUNO-632,0.0,S,Escola Pública,Ingressante,Ágata,5.888,9.0,5.0,7.5,3.4,7.5,Mantido na Fase atual,Não avaliado,Não avaliado,Não avaliado,Não,6.5,5.0,Nível 2 (5o e 6o ano),-2.0,2021
633,ALUNO-634,1.0,A,Escola JP II,Veterano,Quartzo,3.754,6.3,2.1,6.3,2.4,4.4,Não avaliado,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,3.3,5.0,Nível 3 (7o e 8o ano),-2.0,2021
634,ALUNO-635,5.0,F,Escola Pública,Veterano,Quartzo,4.494,4.6,3.3,5.0,4.8,5.9,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,4.0,5.0,Nível 6 (2o EM),-1.0,2021
637,ALUNO-638,2.0,I,Escola Pública,Veterano,Ágata,6.783,8.5,6.3,6.9,6.1,7.5,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,7.7,5.0,Nível 4 (9o ano),-2.0,2021
641,ALUNO-642,1.0,C,Escola Pública,Veterano,Ametista,7.082,8.5,7.5,6.3,6.4,6.9,Alocado em Fase anterior,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,8.2,5.0,Nível 2 (5o e 6o ano),-1.0,2021
643,ALUNO-644,2.0,A,Rede Decisão,Veterano,Topázio,9.163,10.0,10.0,5.0,9.4,8.5,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,9.7,10.0,Nível 2 (5o e 6o ano),0.0,2021
644,ALUNO-645,0.0,J,Escola Pública,Veterano,Ágata,6.633,10.0,6.7,7.5,5.3,7.5,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,6.2,5.0,Nível 1 (4o ano),-1.0,2021
645,ALUNO-646,2.0,D,Escola Pública,Veterano,Ametista,7.396,9.0,7.9,7.5,6.6,7.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.8,5.0,Nível 3 (7o e 8o ano),-1.0,2021
