;NOME;INSTITUICAO_ENSINO_ALUNO;IDADE_ALUNO;ANOS_PM;PONTO_VIRADA;INDE;INDE_CONCEITO;PEDRA;DESTAQUE_IEG;DESTAQUE_IDA;DESTAQUE_IPV;IAA;IEG;IPS;IDA;IPP;IPV;IAN;ANO;FASE;TURMA
99;ALUNO-100;Escola Pública;12;2;Não;6.908335000000001;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;6.5;4.375;7.5;6.875;7.916665;5.0;2020;1;M
101;ALUNO-102;Escola Pública;9;0;Não;7.966668666666667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.000020000000001;8.5;7.5;7.0;7.5;7.833333333333333;10.0;2020;1;J
102;ALUNO-103;Escola Pública;8;0;Não;8.597919000000001;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;10.0;7.5;8.5;7.8125;7.333335;10.0;2020;0;F
104;ALUNO-105;Escola Pública;13;0;Não;8.516877;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.16668;9.6;7.5;8.0;7.96875;7.66667;10.0;2020;3;B
105;ALUNO-106;Escola Pública;10;0;Não;8.450002;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;10.0;7.5;10.0;7.5;7.5;5.0;2020;0;H
110;ALUNO-111;Escola Pública;14;0;Não;6.8535425;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.91667;7.7;7.5;4.5;7.96875;7.8750025;5.0;2020;3;L
111;ALUNO-112;Escola Pública;14;2;Não;6.448887666666667;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.91667;6.8;4.375;5.333333333333333;7.708333333333334;7.611103333333333;5.0;2020;3;H
112;ALUNO-113;Escola Pública;11;1;Não;7.693335000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;8.8;7.5;7.5;7.5;7.916665;5.0;2020;1;M
114;ALUNO-115;Escola Pública;15;1;Não;5.331389333333334;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.16668;1.9;6.875;5.166666666666667;7.916666666666667;5.111106666666666;5.0;2020;4;A
116;ALUNO-117;Escola Pública;10;0;Não;8.032085;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.000020000000001;8.9;7.5;9.5;7.1875;7.916665;5.0;2020;1;M
117;ALUNO-118;Escola Pública;8;1;Não;8.342085;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.500020000000001;7.7;7.5;10.0;7.1875;7.416665;10.0;2020;1;D
119;ALUNO-120;Escola Pública;9;1;Não;7.895835000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;10.0;8.125;9.5;2.5;7.666665;5.0;2020;0;A
124;ALUNO-125;Escola Pública;10;0;Não;7.187502;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;9.0;7.5;5.0;7.708333333333334;7.333333333333333;5.0;2020;1;C
127;ALUNO-128;Escola Pública;9;1;Não;5.854169000000001;D;Quartzo;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.416679999999999;10.0;5.625;5.5;2.5;3.500005;5.0;2020;0;G
131;ALUNO-132;Escola Pública;14;3;Não;7.344792;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.75001;6.5;7.5;6.0;8.28125;6.95833;10.0;2020;4;F
132;ALUNO-133;Escola Pública;10;1;Não;8.428752;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10.00002;9.8;7.5;10.0;7.1875;7.5;5.0;2020;0;D
134;ALUNO-135;Escola Pública;9;1;Não;7.798752;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;8.4;7.5;6.5;7.1875;7.25;10.0;2020;1;A
135;ALUNO-136;Escola Pública;16;2;Não;4.643056;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.5;4.0;4.375;2.0;6.666666666666667;5.444446666666667;5.0;2020;5;A
138;ALUNO-139;Escola Pública;17;0;Não;6.105834000000001;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.16668;5.8;7.5;4.333333333333333;8.125;5.499996666666667;5.0;2020;5;L
144;ALUNO-145;Rede Decisão/União;17;1;Sim;8.345001166666666;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.91667;9.1;7.5;7.333333333333333;7.5;8.8333375;10.0;2020;7;B
145;ALUNO-146;Escola Pública;9;2;Não;6.385835333333334;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;7.2;7.5;0.0;7.291666666666667;7.333333333333333;10.0;2020;1;C
146;ALUNO-147;Escola Pública;13;1;Não;5.934724000000001;D;Quartzo;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;8.0;7.5;0.0;7.291666666666667;7.277776666666666;5.0;2020;2;C
148;ALUNO-149;Escola Pública;16;1;Não;7.131667;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.5;8.7;5.625;3.0;8.125;8.333335;10.0;2020;6;B
150;ALUNO-151;Escola Pública;11;1;Não;8.238891333333333;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;9.5;7.5;7.5;9.166666666666666;8.611113333333334;5.0;2020;1;R
151;ALUNO-152;Rede Decisão/União;11;1;Não;7.963542166666667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;6.24999;9.0;7.5;6.333333333333333;7.96875;8.6250075;10.0;2020;3;B
152;ALUNO-153;Rede Decisão/União;13;3;Sim;8.167711833333334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;9.0;7.5;4.666666666666667;8.59375;9.1250075;10.0;2020;4;F
153;ALUNO-154;Escola Pública;10;1;Não;5.884585;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;7.1;7.5;0.0;7.8125;7.916665;5.0;2020;1;M
155;ALUNO-156;Rede Decisão/União;12;2;Não;7.110556666666668;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.916679999999999;8.9;7.5;5.0;6.666666666666667;8.11111;5.0;2020;2;J
156;ALUNO-157;Escola Pública;10;1;Não;7.177224000000001;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;6.4;7.5;6.75;7.916666666666668;7.777776666666667;5.0;2020;1;H
157;ALUNO-158;Escola Pública;14;2;Não;6.064722;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.16668;5.9;3.75;5.0;7.708333333333334;6.611103333333333;5.0;2020;3;E
159;ALUNO-160;Escola Pública;10;2;Não;4.478057333333334;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.000020000000001;2.3;5.0;0.0;7.291666666666667;7.444443333333333;5.0;2020;1;H
160;ALUNO-161;Estácio;18;4;;8.891667;B;Ametista;Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.;Seu destaque em 2020: As suas boas notas na Faculdade.;;7.91667;10.0;7.5;9.0;0.0;0.0;10.0;2020;8;A
161;ALUNO-162;Escola Pública;10;2;Não;7.953752000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;8.8;7.5;8.5;8.4375;7.75;5.0;2020;1;B
162;ALUNO-163;Escola Pública;12;3;Não;6.440002;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.50002;8.2;5.0;6.25;2.5;7.75;5.0;2020;1;G
163;ALUNO-164;Escola Pública;10;1;Não;7.708752;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;8.7;7.5;7.5;7.1875;7.75;5.0;2020;1;D
164;ALUNO-165;Escola Pública;11;1;Não;8.431252;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;10.0;7.5;10.0;7.8125;7.5;5.0;2020;0;G
167;ALUNO-168;Escola Pública;11;1;Não;8.082224;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10.00002;8.8;7.5;8.5;7.5;8.11111;5.0;2020;1;J
168;ALUNO-169;Escola Pública;8;0;Não;7.800001000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;10.0;5.0;10.0;2.5;5.749995;10.0;2020;0;E
172;ALUNO-173;Escola Pública;16;4;Não;3.7383341666666654;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.91667;0.9;3.125;2.833333333333333;5.625;4.1250025;5.0;2020;5;G
173;ALUNO-174;Einstein;15;3;;7.921668;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.16668;10.0;5.625;7.2;0.0;0.0;10.0;2020;5;X
182;ALUNO-183;Escola Pública;11;2;Não;7.862503;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;10.0;8.125;10.0;2.5;7.000005;5.0;2020;0;E
183;ALUNO-184;Escola Pública;9;2;Não;8.257224;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;8.3;7.5;7.5;7.916666666666668;7.777776666666667;10.0;2020;1;H
185;ALUNO-186;Escola Pública;16;0;Não;6.314166333333334;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.75001;5.8;7.5;5.666666666666667;8.125;6.66666;2.5;2020;3;J
186;ALUNO-187;Escola Pública;10;0;Não;6.41389;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.500020000000001;8.0;7.5;0.0;7.916666666666667;7.111106666666665;10.0;2020;2;G
187;ALUNO-188;Escola Pública;13;2;Sim;7.744167;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.08333;4.7;7.5;9.0;8.125;8.66667;10.0;2020;3;C
188;ALUNO-189;Escola Pública;10;0;Não;7.2558353333333345;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.000020000000001;8.3;5.0;8.0;7.291666666666667;7.333333333333333;5.0;2020;1;C
189;ALUNO-190;Rede Decisão/União;17;3;Sim;8.733751333333334;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.33334;9.2;6.875;7.666666666666667;9.0625;9.666670000000002;10.0;2020;7;B
191;ALUNO-192;Escola Pública;11;2;Não;4.854723333333333;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.416679999999999;5.1;5.0;0.0;6.041666666666666;7.444443333333333;5.0;2020;1;H
192;ALUNO-193;Escola Pública;13;4;Sim;8.539168666666667;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;9.8;5.0;7.0;8.125;9.333333333333332;10.0;2020;3;F
193;ALUNO-194;Rede Decisão/União;17;3;Não;7.1214596666666665;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.33334;8.3;6.875;6.333333333333333;7.65625;7.04167;5.0;2020;6;A
196;ALUNO-197;Escola Pública;12;1;Não;8.832500666666666;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.33334;9.6;7.5;8.666666666666666;8.958333333333332;8.5;10.0;2020;3;F
197;ALUNO-198;Escola Pública;16;3;Não;5.518958;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;0.0;6.1;5.625;4.5;5.78125;6.291665;10.0;2020;6;A
198;ALUNO-199;Escola Pública;14;1;Não;6.658610666666666;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;6.25;4.8;7.5;7.666666666666667;8.125;7.388886666666666;5.0;2020;3;C
199;ALUNO-200;Escola Pública;13;4;Não;7.355834833333334;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.91667;5.8;7.5;5.666666666666667;8.125;8.5416725;10.0;2020;4;F
200;ALUNO-201;Escola Pública;14;1;Não;7.718541500000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.08333;9.4;7.5;8.0;7.96875;7.4166675;5.0;2020;3;L
201;ALUNO-202;Escola Pública;12;2;Não;3.7799986666666663;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;0.0;2.9;6.875;0.0;6.458333333333334;6.833326666666666;5.0;2020;2;R
205;ALUNO-206;Escola Pública;16;2;Não;5.2162495;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;0.0;4.3;7.5;2.0;7.8125;7.1249975;10.0;2020;6;B
207;ALUNO-208;Escola Pública;11;0;Não;7.842502;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;9.4;7.5;5.0;8.125;7.5;10.0;2020;2;D
208;ALUNO-209;Escola Pública;9;1;Sim;9.075004;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;10.0;6.25;10.0;10.0;10.00001;5.0;2020;0;H
209;ALUNO-210;Rede Decisão/União;13;3;Não;8.213058666666669;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;9.1;7.5;5.666666666666667;8.541666666666666;8.277783333333332;10.0;2020;5;B
211;ALUNO-212;Escola Pública;8;1;Não;6.345836;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.416679999999999;10.0;4.375;7.0;2.5;2.58334;10.0;2020;0;H
212;ALUNO-213;Escola Pública;12;2;Não;8.081669333333334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;9.7;5.0;9.0;8.749999999999998;7.833336666666668;5.0;2020;2;P
